target,cell_line,assay_title,institute_name,string_biological_replicates,organism,term_id,title,accession,status,assay_term_name,replication_type,date_released,assembly,file_format,file_size,file_type,output_category,output_type,read_length,read_length_units,run_type,schema_version,encode_version,biological_replicates,technical_replicates,url
BATF,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF424MMT,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,664584043,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/74c1ed24-8b15-49d5-8b3c-57e48ff9f87f/ENCFF424MMT.bigWig
BCL11A,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF898IWR,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,622052740,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/d8bda597-5461-4bfa-abab-fe9c5feab300/ENCFF898IWR.bigWig
BCL11A,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF469GXZ,released,ChIP-seq,isogenic,2016-10-25,GRCh38,bigWig,3993730617,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/ba6c0c51-21e4-4d06-829d-95e58da10f37/ENCFF469GXZ.bigWig
BCL11B,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF381PRX,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4440735265,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/04/62edeabd-d037-4800-aa83-268600e813dd/ENCFF381PRX.bigWig
BCL3,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF641QFU,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,411510434,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/85f3538c-1499-461a-a3e9-06cb240699f4/ENCFF641QFU.bigWig
BCL3,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF949VUG,released,ChIP-seq,isogenic,2020-08-28,GRCh38,bigWig,877510133,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/22/20123a26-5199-4fe1-8ba4-7c6352231345/ENCFF949VUG.bigWig
BCL6,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF311BHZ,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,1058388316,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/08/63ba455f-10d3-44df-b10c-4673770d6995/ENCFF311BHZ.bigWig
BCL6,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF728SYV,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1624231474,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/03/dd27b81c-152a-4574-a4b3-9972a9bf4055/ENCFF728SYV.bigWig
BCL6B,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF340RHQ,released,ChIP-seq,isogenic,2017-05-17,GRCh38,bigWig,4769259091,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/04/3fed2703-bf68-4052-9756-bb42f964533e/ENCFF340RHQ.bigWig
BCLAF1,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF870HVW,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,890355764,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/14/decd3819-cbab-48bb-bfa3-687f9c10e9ef/ENCFF870HVW.bigWig
BCLAF1,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF856LYZ,released,ChIP-seq,isogenic,2017-04-14,GRCh38,bigWig,2386479287,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/04/12/89ba3a26-f5aa-453e-a87b-545dc64a37c1/ENCFF856LYZ.bigWig
BCLAF1,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF105YPY,released,ChIP-seq,isogenic,2017-05-17,GRCh38,bigWig,2659155344,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/29/265b89eb-c497-436d-b486-0b6d46035170/ENCFF105YPY.bigWig
BCLAF1,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF240CAY,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,354079504,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/01/07/0b62c033-6dce-4d1f-82da-847589cc83ad/ENCFF240CAY.bigWig
BCLAF1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF755PFK,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,2048493007,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/02/82a170aa-c5f6-4b11-a204-4c0e2423ecc3/ENCFF755PFK.bigWig
BCOR,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF957TCK,released,ChIP-seq,isogenic,2016-09-01,GRCh38,bigWig,2178095698,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/12fb4df3-e8fd-47cd-b4bb-69ca2ba8146d/ENCFF957TCK.bigWig
BHLHE40,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF945XXY,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,432382865,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/19/9ee40075-d540-41e0-84fc-595520abf168/ENCFF945XXY.bigWig
BHLHE40,GM12878,TF ChIP-seq,Stanford University,"[4, 5]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF196SOU,released,ChIP-seq,isogenic,2017-01-31,GRCh38,bigWig,1850037561,bigWig,signal,fold change over control,,,,26,4.0,"[4, 5]","['4_1', '5_1']",https://encode-public.s3.amazonaws.com/2020/11/30/eefef3a9-c805-472a-b68a-3ccd6ac1165e/ENCFF196SOU.bigWig
BHLHE40,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF016XRZ,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,587142661,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/7f8d4152-cdc9-49ed-8078-13dd1bf4cf4e/ENCFF016XRZ.bigWig
BHLHE40,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF348USU,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,756589732,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/f7367be2-92fc-4a81-88c8-a46f6d4213b6/ENCFF348USU.bigWig
BHLHE40,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF505LZQ,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,808225766,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/14/4570dabd-33e0-4ea9-b724-7f331917c397/ENCFF505LZQ.bigWig
BMI1,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF294JNU,released,ChIP-seq,isogenic,2016-11-18,GRCh38,bigWig,2407820621,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/02/81b173d3-686c-4e53-b31a-13a9a5e48e96/ENCFF294JNU.bigWig
BMI1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF376OMS,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1056441819,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/8cdd1e0c-2437-4bef-a3fb-53204580e5d0/ENCFF376OMS.bigWig
BMI1,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF557RWE,released,ChIP-seq,isogenic,2017-05-17,GRCh38,bigWig,2168067202,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/01/4254bdc3-13e3-432a-a4fb-65c960a2c615/ENCFF557RWE.bigWig
BRCA1,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF983EKB,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,458504621,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/19/ce13a648-921d-4bc8-b9dc-5bce932a494a/ENCFF983EKB.bigWig
BRCA1,H1,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0003042,"Michael Snyder, Stanford",ENCFF620MRE,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,800312533,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/623cdc2e-46df-4a64-9273-2a472dfdad82/ENCFF620MRE.bigWig
BRCA1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF133FPU,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,906402287,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/829e7ca5-1a1a-4e52-8764-66a56371e984/ENCFF133FPU.bigWig
BRCA1,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF191NNV,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,662149742,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/9b76a1bc-d4a5-4b74-bf20-78658553a491/ENCFF191NNV.bigWig
BRCA1,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF431CIQ,released,ChIP-seq,isogenic,2020-07-15,GRCh38,bigWig,870770914,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/13/22f72a8c-22c7-4826-8795-c2798fd9a915/ENCFF431CIQ.bigWig
BRCA1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF549BUB,released,ChIP-seq,isogenic,2017-05-18,GRCh38,bigWig,2266697757,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/18/be7f65f3-0e9f-478f-bc33-b06421f77f82/ENCFF549BUB.bigWig
BRD4,HepG2,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0001187,"Bradley Bernstein, Broad",ENCFF548MPZ,released,ChIP-seq,isogenic,2017-08-12,GRCh38,bigWig,1482595738,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/08/93b18925-9aa0-43ee-a06a-95fec8215ff4/ENCFF548MPZ.bigWig
BRD4,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF944FDJ,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,888239533,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/04/8d710176-37df-452f-ab5d-742f6f5f4683/ENCFF944FDJ.bigWig
BRD4,K562,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0002067,"Bradley Bernstein, Broad",ENCFF888JOO,released,ChIP-seq,isogenic,2017-01-08,GRCh38,bigWig,910987259,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/05/5d5741df-e169-4dc0-be42-6210c49a9193/ENCFF888JOO.bigWig
BRD9,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF802JFC,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,1980484589,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/db39788e-e05c-4731-8a9a-6e47d724f449/ENCFF802JFC.bigWig
C11orf30,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF690SBF,released,ChIP-seq,isogenic,2016-09-20,GRCh38,bigWig,2182310982,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/27/cc27b4df-e7a7-4a69-896b-a6d8395f331a/ENCFF690SBF.bigWig
CAMTA2,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF815FGV,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,935100605,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/04/7c464772-9d52-4672-9eb2-c7092d1ee50e/ENCFF815FGV.bigWig
CBFA2T2,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF503EYF,released,ChIP-seq,isogenic,2017-09-28,GRCh38,bigWig,1902651304,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/02/8eefd30a-0151-4a50-883d-d85377d908da/ENCFF503EYF.bigWig
CBFA2T3,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF698OFV,released,ChIP-seq,isogenic,2017-09-28,GRCh38,bigWig,1787039675,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/02/2ce86d02-e583-4cd7-9959-ddc449dc135d/ENCFF698OFV.bigWig
CBFB,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF930HBS,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,1005662567,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/df9c6384-b7d5-4dfb-9405-3dd0aba56793/ENCFF930HBS.bigWig
CBFB,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF332JEM,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1367295125,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/02/27b3a9ab-f299-4246-8635-de0b0bf6b7d3/ENCFF332JEM.bigWig
CBFB,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF427RJX,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,1085205826,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/04/2bd5e48a-1dd1-4394-8484-7b7716850a1f/ENCFF427RJX.bigWig
CBX1,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF058NFI,released,ChIP-seq,isogenic,2016-02-05,GRCh38,bigWig,1099201356,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/3b4493c0-d09b-41ee-a75b-90abbfa3e2c4/ENCFF058NFI.bigWig
CBX2,A549,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0001086,"Bradley Bernstein, Broad",ENCFF528YPX,released,ChIP-seq,isogenic,2016-11-23,GRCh38,bigWig,1393648318,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/26/729e2c70-e4c4-4dee-a784-1953c2ea0719/ENCFF528YPX.bigWig
CBX2,HepG2,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0001187,"Bradley Bernstein, Broad",ENCFF002FVF,released,ChIP-seq,isogenic,2018-02-26,GRCh38,bigWig,1245340056,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/03/08/8a373f80-5c61-4a6a-b425-a78dc5459bc0/ENCFF002FVF.bigWig
CBX3,GM12878,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0002784,"Bradley Bernstein, Broad",ENCFF741ZGT,released,ChIP-seq,isogenic,2016-11-23,GRCh38,bigWig,1300031515,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/14/bc8c0a6e-8579-405b-8955-244221a58b57/ENCFF741ZGT.bigWig
CBX3,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF646PFR,released,ChIP-seq,isogenic,2012-02-29,GRCh38,bigWig,1004221305,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/14/e28d8b85-5291-4000-bfa9-e260c0a7f238/ENCFF646PFR.bigWig
CBX5,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF674GHR,released,ChIP-seq,isogenic,2016-10-27,GRCh38,bigWig,713245454,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/31/8f8b9d30-fc3a-4e6b-9698-99cf8059c966/ENCFF674GHR.bigWig
CBX5,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF382ACW,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1393558227,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/65b4caf9-c4d4-496e-9958-70298f3ce55b/ENCFF382ACW.bigWig
CBX5,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF803KNM,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1138898535,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/b2777f3b-ea46-4f46-a900-ffa51f757508/ENCFF803KNM.bigWig
CBX8,A549,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0001086,"Bradley Bernstein, Broad",ENCFF290AKW,released,ChIP-seq,isogenic,2016-11-23,GRCh38,bigWig,2063805220,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/26/1ba3f70e-2a0c-47c9-b954-f10224b0d13e/ENCFF290AKW.bigWig
CBX8,K562,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0002067,"Bradley Bernstein, Broad",ENCFF687ZGN,released,ChIP-seq,isogenic,2012-08-06,GRCh38,bigWig,487179199,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/21/21de82a4-6570-42c3-84ff-04a1cdcbf621/ENCFF687ZGN.bigWig
CC2D1A,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF592ZQX,released,ChIP-seq,isogenic,2017-06-29,GRCh38,bigWig,2120326982,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/28/5496b20a-d81e-46d9-b83b-afb6d550ca30/ENCFF592ZQX.bigWig
CCAR2,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF615WGO,released,ChIP-seq,isogenic,2018-01-22,GRCh38,bigWig,1073757115,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2018/01/09/e0fedb7e-ebc8-4877-8ce5-77b71210fd1e/ENCFF615WGO.bigWig
CCAR2,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF642YKQ,released,ChIP-seq,isogenic,2017-12-01,GRCh38,bigWig,637923636,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/10/454787af-65e2-4fff-ab66-506e0c790dce/ENCFF642YKQ.bigWig
CDC5L,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF717QHM,released,ChIP-seq,isogenic,2016-07-28,GRCh38,bigWig,2060547319,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/28/6e6bdc78-ca4a-4d20-bb9c-2bc232faa20f/ENCFF717QHM.bigWig
CEBPA,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF559CVP,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,975319828,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/892d708d-8ae5-4656-ac5c-d372786e3f9a/ENCFF559CVP.bigWig
CEBPB,A549,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001086,"Michael Snyder, Stanford",ENCFF221XZD,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,777558235,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/c8d97a95-900b-48f1-94aa-1821380ba844/ENCFF221XZD.bigWig
CEBPB,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF586FDC,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,832133480,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/821a8816-87a9-40a5-8c46-85220353645e/ENCFF586FDC.bigWig
CEBPB,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF003HJB,released,ChIP-seq,isogenic,2012-02-29,GRCh38,bigWig,427387543,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/b9337f70-abb5-41e7-b6fd-21f32639d04d/ENCFF003HJB.bigWig
CEBPB,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF154FVM,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,607986427,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/13/4ced9c1b-1615-4a23-8d43-38ad8835eed8/ENCFF154FVM.bigWig
CEBPB,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF038ECN,released,ChIP-seq,isogenic,2012-02-29,GRCh38,bigWig,669994536,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/ac8622be-0ee8-4ab8-877d-d5c6dd8d468a/ENCFF038ECN.bigWig
CEBPB,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF751PZT,released,ChIP-seq,isogenic,2016-01-14,GRCh38,bigWig,1929509031,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/27/3d6eead7-73a0-4f3b-a8c6-cab70c191453/ENCFF751PZT.bigWig
CEBPD,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF247ZAW,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1190592745,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/d098df95-542c-455e-92bb-477de9ada008/ENCFF247ZAW.bigWig
CEBPG,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF995KYW,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,1007233229,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/c5b33e33-76a3-4c44-bf6b-d1ff0da6a3e6/ENCFF995KYW.bigWig
